timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685389662881,3,Home,200,OK,Thread Group 1-1,text,true,,1497,253,4,4,http://localhost:8080/jpetstore/,2,0,0
1685389662881,2,Home-0,302,Found,Thread Group 1-1,,true,,146,126,4,4,http://localhost:8080/jpetstore,2,0,0
1685389662883,1,Home-1,200,OK,Thread Group 1-1,text,true,,1351,127,4,4,http://localhost:8080/jpetstore/,1,0,0
1685389663323,3,Home,200,OK,Thread Group 1-2,text,true,,1497,253,5,5,http://localhost:8080/jpetstore/,2,0,1
1685389663323,2,Home-0,302,Found,Thread Group 1-2,,true,,146,126,5,5,http://localhost:8080/jpetstore,2,0,1
1685389663325,1,Home-1,200,OK,Thread Group 1-2,text,true,,1351,127,5,5,http://localhost:8080/jpetstore/,1,0,0
1685389663727,2,Home,200,OK,Thread Group 1-3,text,true,,1497,253,6,6,http://localhost:8080/jpetstore/,2,0,1
1685389663727,2,Home-0,302,Found,Thread Group 1-3,,true,,146,126,6,6,http://localhost:8080/jpetstore,2,0,1
1685389663729,0,Home-1,200,OK,Thread Group 1-3,text,true,,1351,127,6,6,http://localhost:8080/jpetstore/,0,0,0
1685389664081,6,Home,200,OK,Thread Group 1-4,text,true,,1497,253,7,7,http://localhost:8080/jpetstore/,1,0,0
1685389664081,1,Home-0,302,Found,Thread Group 1-4,,true,,146,126,7,7,http://localhost:8080/jpetstore,1,0,0
1685389664082,5,Home-1,200,OK,Thread Group 1-4,text,true,,1351,127,7,7,http://localhost:8080/jpetstore/,5,0,0
1685389664459,3,Main Catalog,200,OK,Thread Group 1-1,text,true,,5762,391,8,8,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685389664467,5,Home,200,OK,Thread Group 1-5,text,true,,1497,253,8,8,http://localhost:8080/jpetstore/,4,0,0
1685389664467,4,Home-0,302,Found,Thread Group 1-5,,true,,146,126,8,8,http://localhost:8080/jpetstore,4,0,0
1685389664471,1,Home-1,200,OK,Thread Group 1-5,text,true,,1351,127,8,8,http://localhost:8080/jpetstore/,1,0,0
1685389664853,5,Home,200,OK,Thread Group 1-6,text,true,,1497,253,9,9,http://localhost:8080/jpetstore/,2,0,1
1685389664853,2,Home-0,302,Found,Thread Group 1-6,,true,,146,126,9,9,http://localhost:8080/jpetstore,2,0,1
1685389664855,3,Home-1,200,OK,Thread Group 1-6,text,true,,1351,127,9,9,http://localhost:8080/jpetstore/,3,0,0
1685389664913,2,Main Catalog,200,OK,Thread Group 1-2,text,true,,5762,391,9,9,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389665260,9,Home,200,OK,Thread Group 1-7,text,true,,1497,253,10,10,http://localhost:8080/jpetstore/,2,0,1
1685389665260,2,Home-0,302,Found,Thread Group 1-7,,true,,146,126,10,10,http://localhost:8080/jpetstore,2,0,1
1685389665262,7,Home-1,200,OK,Thread Group 1-7,text,true,,1351,127,10,10,http://localhost:8080/jpetstore/,7,0,0
1685389665300,2,Main Catalog,200,OK,Thread Group 1-3,text,true,,5762,391,10,10,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389665613,2,Main Catalog,200,OK,Thread Group 1-4,text,true,,5762,391,11,11,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389666062,7,Main Catalog,200,OK,Thread Group 1-5,text,true,,5762,391,12,12,http://localhost:8080/jpetstore/actions/Catalog.action,7,0,0
1685389666065,8,Home,200,OK,Thread Group 1-8,text,true,,1497,253,12,12,http://localhost:8080/jpetstore/,7,0,1
1685389666065,7,Home-0,302,Found,Thread Group 1-8,,true,,146,126,12,12,http://localhost:8080/jpetstore,7,0,1
1685389666072,1,Home-1,200,OK,Thread Group 1-8,text,true,,1351,127,12,12,http://localhost:8080/jpetstore/,1,0,0
1685389666063,12,Sign In,200,OK,Thread Group 1-1,text,true,,3921,597,12,12,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,12,0,0
1685389666093,5,Home,200,OK,Thread Group 1-9,text,true,,1497,253,12,12,http://localhost:8080/jpetstore/,3,0,1
1685389666093,3,Home-0,302,Found,Thread Group 1-9,,true,,146,126,12,12,http://localhost:8080/jpetstore,3,0,1
1685389666096,2,Home-1,200,OK,Thread Group 1-9,text,true,,1351,127,12,12,http://localhost:8080/jpetstore/,1,0,0
1685389666380,1,Main Catalog,200,OK,Thread Group 1-6,text,true,,5762,391,13,13,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389666444,2,Home,200,OK,Thread Group 1-10,text,true,,1497,253,13,13,http://localhost:8080/jpetstore/,2,0,1
1685389666444,2,Home-0,302,Found,Thread Group 1-10,,true,,146,126,13,13,http://localhost:8080/jpetstore,2,0,1
1685389666446,0,Home-1,200,OK,Thread Group 1-10,text,true,,1351,127,13,13,http://localhost:8080/jpetstore/,0,0,0
1685389666507,2,Sign In,200,OK,Thread Group 1-2,text,true,,3925,597,13,13,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389666827,2,Main Catalog,200,OK,Thread Group 1-7,text,true,,5762,391,14,14,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389666857,2,Sign In,200,OK,Thread Group 1-3,text,true,,3925,597,14,14,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389666886,5,Home,200,OK,Thread Group 1-11,text,true,,1497,253,14,14,http://localhost:8080/jpetstore/,2,0,1
1685389666886,2,Home-0,302,Found,Thread Group 1-11,,true,,146,126,14,14,http://localhost:8080/jpetstore,2,0,1
1685389666888,3,Home-1,200,OK,Thread Group 1-11,text,true,,1351,127,14,14,http://localhost:8080/jpetstore/,3,0,0
1685389667144,2,Sign In,200,OK,Thread Group 1-4,text,true,,3925,597,15,15,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389667622,2,Main Catalog,200,OK,Thread Group 1-8,text,true,,5762,391,16,16,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389667630,2,Main Catalog,200,OK,Thread Group 1-9,text,true,,5762,391,16,16,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389667644,7,Home,200,OK,Thread Group 1-12,text,true,,1497,253,16,16,http://localhost:8080/jpetstore/,3,0,2
1685389667644,3,Home-0,302,Found,Thread Group 1-12,,true,,146,126,16,16,http://localhost:8080/jpetstore,3,0,2
1685389667648,3,Home-1,200,OK,Thread Group 1-12,text,true,,1351,127,16,16,http://localhost:8080/jpetstore/,3,0,0
1685389667685,4,Sign In,200,OK,Thread Group 1-5,text,true,,3923,597,16,16,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,4,0,0
1685389667686,4,Home,200,OK,Thread Group 1-13,text,true,,1497,253,16,16,http://localhost:8080/jpetstore/,3,0,2
1685389667686,3,Home-0,302,Found,Thread Group 1-13,,true,,146,126,16,16,http://localhost:8080/jpetstore,3,0,2
1685389667689,1,Home-1,200,OK,Thread Group 1-13,text,true,,1351,127,16,16,http://localhost:8080/jpetstore/,1,0,0
1685389667900,2,Sign In,200,OK,Thread Group 1-6,text,true,,3925,597,17,17,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389667958,2,Main Catalog,200,OK,Thread Group 1-10,text,true,,5762,391,17,17,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389668076,3,Home,200,OK,Thread Group 1-14,text,true,,1497,253,17,17,http://localhost:8080/jpetstore/,2,0,1
1685389668076,2,Home-0,302,Found,Thread Group 1-14,,true,,146,126,17,17,http://localhost:8080/jpetstore,2,0,1
1685389668078,1,Home-1,200,OK,Thread Group 1-14,text,true,,1351,127,17,17,http://localhost:8080/jpetstore/,1,0,0
1685389668331,2,Sign In,200,OK,Thread Group 1-7,text,true,,3925,597,18,18,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389668484,9,Home,200,OK,Thread Group 1-15,text,true,,1497,253,18,18,http://localhost:8080/jpetstore/,5,0,0
1685389668484,5,Home-0,302,Found,Thread Group 1-15,,true,,146,126,18,18,http://localhost:8080/jpetstore,5,0,0
1685389668490,3,Home-1,200,OK,Thread Group 1-15,text,true,,1351,127,18,18,http://localhost:8080/jpetstore/,3,0,0
1685389668491,4,Main Catalog,200,OK,Thread Group 1-11,text,true,,5762,391,18,18,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389668907,3,Home,200,OK,Thread Group 1-16,text,true,,1497,253,19,19,http://localhost:8080/jpetstore/,1,0,1
1685389668907,1,Home-0,302,Found,Thread Group 1-16,,true,,146,126,19,19,http://localhost:8080/jpetstore,1,0,1
1685389668908,2,Home-1,200,OK,Thread Group 1-16,text,true,,1351,127,19,19,http://localhost:8080/jpetstore/,2,0,0
1685389669136,4,Sign In,200,OK,Thread Group 1-8,text,true,,3923,597,20,20,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,4,0,0
1685389669159,1,Main Catalog,200,OK,Thread Group 1-12,text,true,,5762,391,20,20,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389669170,2,Sign In,200,OK,Thread Group 1-9,text,true,,3923,597,20,20,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389669241,2,Main Catalog,200,OK,Thread Group 1-13,text,true,,5762,391,20,20,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389669243,3,Home,200,OK,Thread Group 1-17,text,true,,1497,253,20,20,http://localhost:8080/jpetstore/,2,0,1
1685389669243,2,Home-0,302,Found,Thread Group 1-17,,true,,146,126,20,20,http://localhost:8080/jpetstore,2,0,1
1685389669245,1,Home-1,200,OK,Thread Group 1-17,text,true,,1351,127,20,20,http://localhost:8080/jpetstore/,1,0,0
1685389669506,2,Sign In,200,OK,Thread Group 1-10,text,true,,3921,597,21,21,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389669586,5,Main Catalog,200,OK,Thread Group 1-14,text,true,,5762,391,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389669636,3,Home,200,OK,Thread Group 1-18,text,true,,1497,253,21,21,http://localhost:8080/jpetstore/,2,0,1
1685389669636,2,Home-0,302,Found,Thread Group 1-18,,true,,146,126,21,21,http://localhost:8080/jpetstore,2,0,1
1685389669638,1,Home-1,200,OK,Thread Group 1-18,text,true,,1351,127,21,21,http://localhost:8080/jpetstore/,1,0,0
1685389669751,8,Login,200,OK,Thread Group 1-1,text,true,,5262,1609,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389669751,4,Login-0,302,Found,Thread Group 1-1,,true,,193,932,22,22,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685389669755,4,Login-1,200,OK,Thread Group 1-1,text,true,,5069,677,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389670000,1,Main Catalog,200,OK,Thread Group 1-15,text,true,,5762,391,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389670044,2,Sign In,200,OK,Thread Group 1-11,text,true,,3923,597,22,22,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389670089,1,Home,200,OK,Thread Group 1-19,text,true,,1497,253,22,22,http://localhost:8080/jpetstore/,1,0,0
1685389670089,1,Home-0,302,Found,Thread Group 1-19,,true,,146,126,22,22,http://localhost:8080/jpetstore,1,0,0
1685389670090,0,Home-1,200,OK,Thread Group 1-19,text,true,,1351,127,22,22,http://localhost:8080/jpetstore/,0,0,0
1685389670136,7,Login,200,OK,Thread Group 1-2,text,true,,5262,1609,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685389670136,5,Login-0,302,Found,Thread Group 1-2,,true,,193,932,23,23,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1685389670141,2,Login-1,200,OK,Thread Group 1-2,text,true,,5069,677,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389670419,3,Main Catalog,200,OK,Thread Group 1-16,text,true,,5762,391,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685389670500,2,Home,200,OK,Thread Group 1-20,text,true,,1497,253,23,23,http://localhost:8080/jpetstore/,1,0,1
1685389670500,1,Home-0,302,Found,Thread Group 1-20,,true,,146,126,23,23,http://localhost:8080/jpetstore,1,0,1
1685389670502,0,Home-1,200,OK,Thread Group 1-20,text,true,,1351,127,23,23,http://localhost:8080/jpetstore/,0,0,0
1685389670530,6,Login,200,OK,Thread Group 1-3,text,true,,5262,1609,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389670530,2,Login-0,302,Found,Thread Group 1-3,,true,,193,932,23,23,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389670532,4,Login-1,200,OK,Thread Group 1-3,text,true,,5069,677,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389670686,4,Login,200,OK,Thread Group 1-4,text,true,,5262,1609,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389670686,2,Login-0,302,Found,Thread Group 1-4,,true,,193,932,24,24,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389670688,2,Login-1,200,OK,Thread Group 1-4,text,true,,5069,677,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389670751,2,Sign In,200,OK,Thread Group 1-12,text,true,,3919,597,24,24,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389670761,1,Main Catalog,200,OK,Thread Group 1-17,text,true,,5762,391,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389670799,1,Sign In,200,OK,Thread Group 1-13,text,true,,3923,597,24,24,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,1,0,0
1685389670912,2,Home,200,OK,Thread Group 1-21,text,true,,1497,253,24,24,http://localhost:8080/jpetstore/,2,0,0
1685389670912,2,Home-0,302,Found,Thread Group 1-21,,true,,146,126,24,24,http://localhost:8080/jpetstore,2,0,0
1685389670914,0,Home-1,200,OK,Thread Group 1-21,text,true,,1351,127,24,24,http://localhost:8080/jpetstore/,0,0,0
1685389671098,3,Sign In,200,OK,Thread Group 1-14,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,3,0,0
1685389671201,2,Main Catalog,200,OK,Thread Group 1-18,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389671221,11,Login,200,OK,Thread Group 1-5,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1685389671221,9,Login-0,302,Found,Thread Group 1-5,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,9,0,0
1685389671230,2,Login-1,200,OK,Thread Group 1-5,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389671269,1,Home,200,OK,Thread Group 1-22,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,1,0,0
1685389671269,1,Home-0,302,Found,Thread Group 1-22,,true,,146,126,25,25,http://localhost:8080/jpetstore,1,0,0
1685389671270,0,Home-1,200,OK,Thread Group 1-22,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,0,0,0
1685389671334,3,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1685389671495,6,Login,200,OK,Thread Group 1-6,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389671495,2,Login-0,302,Found,Thread Group 1-6,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389671497,4,Login-1,200,OK,Thread Group 1-6,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389671531,5,Sign In,200,OK,Thread Group 1-15,text,true,,3925,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,5,0,0
1685389671621,2,Main Catalog,200,OK,Thread Group 1-19,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389671661,2,Home,200,OK,Thread Group 1-23,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,1,0,0
1685389671661,1,Home-0,302,Found,Thread Group 1-23,,true,,146,126,25,25,http://localhost:8080/jpetstore,1,0,0
1685389671662,1,Home-1,200,OK,Thread Group 1-23,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,1,0,0
1685389671662,2,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1685389671887,7,Login,200,OK,Thread Group 1-7,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685389671887,5,Login-0,302,Found,Thread Group 1-7,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1685389671892,2,Login-1,200,OK,Thread Group 1-7,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389671930,2,Sign In,200,OK,Thread Group 1-16,text,true,,3925,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389672062,2,Main Catalog,200,OK,Thread Group 1-20,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389672076,7,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,7,0,0
1685389672118,3,Home,200,OK,Thread Group 1-24,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,2,0,1
1685389672118,2,Home-0,302,Found,Thread Group 1-24,,true,,146,126,25,25,http://localhost:8080/jpetstore,2,0,1
1685389672120,1,Home-1,200,OK,Thread Group 1-24,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,1,0,0
1685389672258,3,Reptiles,200,OK,Thread Group 1-4,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1685389672355,2,Sign In,200,OK,Thread Group 1-17,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389672451,15,Home,200,OK,Thread Group 1-25,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,14,0,1
1685389672451,14,Home-0,302,Found,Thread Group 1-25,,true,,146,126,25,25,http://localhost:8080/jpetstore,14,0,1
1685389672465,1,Home-1,200,OK,Thread Group 1-25,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,1,0,0
1685389672465,1,Main Catalog,200,OK,Thread Group 1-21,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389672751,1,Sign In,200,OK,Thread Group 1-18,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,1,0,0
1685389672770,3,Login,200,OK,Thread Group 1-8,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389672770,2,Login-0,302,Found,Thread Group 1-8,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389672772,1,Login-1,200,OK,Thread Group 1-8,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389672779,2,Main Catalog,200,OK,Thread Group 1-22,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389672803,3,Login,200,OK,Thread Group 1-9,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389672803,2,Login-0,302,Found,Thread Group 1-9,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389672805,1,Login-1,200,OK,Thread Group 1-9,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389672828,3,Reptiles,200,OK,Thread Group 1-5,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1685389672852,2,Sign Out,200,OK,Thread Group 1-1,text,true,,5255,1059,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389672852,1,Sign Out-0,302,Found,Thread Group 1-1,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1685389672853,1,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4922,525,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673028,4,Reptiles,200,OK,Thread Group 1-6,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1685389673071,6,Login,200,OK,Thread Group 1-10,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685389673071,4,Login-0,302,Found,Thread Group 1-10,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685389673075,2,Login-1,200,OK,Thread Group 1-10,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389673163,2,Sign In,200,OK,Thread Group 1-19,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389673175,6,Sign Out,200,OK,Thread Group 1-2,text,true,,5255,1059,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673175,1,Sign Out-0,302,Found,Thread Group 1-2,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1685389673176,5,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4922,525,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685389673221,2,Main Catalog,200,OK,Thread Group 1-23,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389673493,2,Reptiles,200,OK,Thread Group 1-7,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1685389673567,4,Sign In,200,OK,Thread Group 1-20,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,4,0,0
1685389673612,3,Sign Out,200,OK,Thread Group 1-3,text,true,,5255,1059,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673612,1,Sign Out-0,302,Found,Thread Group 1-3,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1685389673613,2,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4922,525,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389673649,4,Login,200,OK,Thread Group 1-11,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389673649,2,Login-0,302,Found,Thread Group 1-11,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389673652,1,Login-1,200,OK,Thread Group 1-11,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673663,2,Main Catalog,200,OK,Thread Group 1-24,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673771,9,Sign Out,200,OK,Thread Group 1-4,text,true,,6095,990,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389673771,1,Sign Out-0,302,Found,Thread Group 1-4,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1685389673772,8,Sign Out-1,200,OK,Thread Group 1-4,text,true,,5762,456,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1685389674005,2,Sign In,200,OK,Thread Group 1-21,text,true,,3923,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,2,0,0
1685389674013,2,Main Catalog,200,OK,Thread Group 1-25,text,true,,5762,391,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389674311,2,Reptiles,200,OK,Thread Group 1-8,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1685389674350,4,Sign In,200,OK,Thread Group 1-22,text,true,,3921,597,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=eZT9Oyxa_z0Fj1az7DqcMse-bf8q3trFXb1K1bf7.ppss-vb?signonForm=,4,0,0
1685389674351,3,Reptiles,200,OK,Thread Group 1-9,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1685389674389,3,Login,200,OK,Thread Group 1-12,text,true,,5262,1609,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685389674389,2,Login-0,302,Found,Thread Group 1-12,,true,,193,932,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685389674391,1,Login-1,200,OK,Thread Group 1-12,text,true,,5069,677,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685389674396,4,Sign Out,200,OK,Thread Group 1-5,text,true,,5255,1059,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1685389674396,0,Sign Out-0,302,Found,Thread Group 1-5,,true,,333,534,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,0,0,0
